AN,CUI,CAEN,DENUMIRE,LOCALITATE,STARE,DATA STARE,ACTIVE IMOBILIZATE - TOTAL,JUDET,ACTIVE CIRCULANTE - TOTAL,STOCURI,CREANTE,CASA SI CONTURI LA BANCI,DATORII,CAPITALURI - TOTAL ,CAPITAL SUBSCRIS VARSAT,CIFRA DE AFACERI NETA,VENITURI TOTALE,CHELTUIELI TOTALE,PROFITUL BRUT,PIERDERE BRUTA,PROFITUL NET,PIERDERE NETA
2018,6956452,1610,MONLIV PROD-COM SRL,Sadova,INREGISTRAT,13 Februarie  1995,2016004,SUCEAVA,47175,27095,10000,10080,1629095,120253,92680,0,0,,0,0,0,0
2018,7282626,6110,EVCORP ELECTRONICS SRL,Vicovu de Jos,INREGISTRAT,09 Mai        1995,42311,SUCEAVA,316034,439,301654,13941,303087,55258,510,0,0,,0,0,0,0
2018,7442336,4690,REGATA COM S.R.L.,Prisaca Dornei,INREGISTRAT,20 Iunie      1995,,SUCEAVA,150290,,,150290,0,150290,150290,0,0,,0,0,0,0
2018,7503638,5530,BAHSAM COM SRL,Gura Humorului,INREGISTRAT,06 Iulie      1995,386013,SUCEAVA,129240,5923,122094,1223,581577,-66170,290,0,0,386,0,386,0,386
2018,7537380,4120,TIMPROD S.R.L.,Suceava,INREGISTRAT,10 Iulie      1995,493676,SUCEAVA,942620,730359,212261,0,2275567,-839271,139470,22008,28168,10871,17297,0,16452,0
2018,7720823,1520,VIOMIXT SERVICE SRL,Vicovu de Sus,RADIERE,17 Septembrie 2019,,SUCEAVA,519027,,517096,1931,4734507,-4154886,210,0,153,11202,0,11049,0,11049
2018,7918660,124,TUDROX COMPROD SRL,Fălticeni,RADIERE,28 Martie     2019,10451,SUCEAVA,4101,,,4101,948615,-934063,112000,0,115745,659980,0,544235,0,544235
2018,7981748,4690,HIDROTERM-CONFORT SRL,Suceava,RADIERE,14 Februarie  2018,,SUCEAVA,,,,,0,0,,0,0,,0,0,0,0
2018,8230145,5630,INSTINCT DISCO-BAR S.R.L.,Suceava,INREGISTRAT,15 Martie     1996,,SUCEAVA,200,,,200,0,200,200,0,0,,0,0,0,0
2018,8363222,1623,ROGVAIV SRL,Suceava,RADIERE,19 Septembrie 2018,,SUCEAVA,,,,,0,0,,0,0,,0,0,0,0
2018,8392066,4941,ETNA-CORAL TRANS S.R.L.,Vatra Dornei,INREGISTRAT,03 Mai        1996,1153857,SUCEAVA,536022,26592,453352,56078,1318023,371856,150100,0,0,,0,0,0,0
2018,8401482,4120,ART-AMBIENTE SRL,Fălticeni,INREGISTRAT,07 Mai        1996,3296239,SUCEAVA,4755502,4177550,325745,252207,7044446,1007295,2000000,6500,283788,82094,201694,0,201694,0
2018,9029140,4690,LUMICOR PROD S.R.L.,Siret,INREGISTRAT,18 Decembrie  1996,88908,SUCEAVA,393334,,389214,4120,900559,-418317,219060,0,0,9277,0,9277,0,9277
2018,9173501,7022,VESTIMPEX S.R.L.,Suceava,INREGISTRAT,19 Februarie  1997,,SUCEAVA,143652,,140339,3313,198606,-54954,200,0,0,30,0,30,0,30
2018,9471036,4673,ACIM-97 CONSTRUCT SRL,Cornu Luncii,INREGISTRAT,20 Mai        1997,51297,SUCEAVA,2846827,655756,2184429,6642,3507934,-609810,450200,0,4900,451317,0,446417,0,446417
2018,9812346,4711,ARTA STIL POPULAR S.R.L.,Solca,INREGISTRAT,03 Octombrie  1997,171925,SUCEAVA,73048,,67314,5734,338128,-93155,1200,0,115069,176187,0,61118,0,61118
2018,9876692,8299,EVEX CONSULTING S.R.L.,Rădăuţi,INREGISTRAT,27 Octombrie  1997,412997,SUCEAVA,62586,,51554,11032,657357,-181774,5400,0,0,30327,0,30327,0,30327
2018,10007162,4711,NOROC ITALIA PRODIMPEX SRL,Fălticeni,RADIERE,18 Martie     2019,3715,SUCEAVA,57585,,,40806,243348,-163830,178947,0,7956,216265,0,208309,0,208309
2018,10722344,1520,AGDESY S.R.L.,Vicovu de Jos,INREGISTRAT,26 Iunie      1998,3262450,SUCEAVA,6605,,,6605,31095636,-27826581,2000000,0,0,3640,0,3640,0,3640
2018,11269331,4941,TRIOVAM IMPEX S.R.L.,Vama,INREGISTRAT,11 Decembrie  1998,24349,SUCEAVA,198342,-150,191807,6685,692218,-469527,40210,225423,225426,272826,0,47400,0,49655
2018,11284749,1610,ANTINARI GIULIA IMPEX S.R.L.,Râşca,INREGISTRAT,16 Decembrie  1998,1798205,SUCEAVA,4143213,569949,2352421,1220843,4261048,1687425,251010,66865,1494275,57860,1436415,0,1436415,0
2018,2560896,4531,ACUROM S.R.L.,Suceava,INREGISTRAT,15 Decembrie  1992,742221,SUCEAVA,52347,,52340,7,1911807,-1117239,19344,0,104,136,0,32,0,32
2018,2562331,4711,CIPRIONUT COM SRL,Gura Humorului,RADIERE,03 Decembrie  2019,96550,SUCEAVA,416814,,412895,3919,697201,-183837,260,3000,3016,4819,0,1803,0,1803
2018,2563108,4120,LUCEX PRODIMPEX SRL,Vatra Dornei,INREGISTRAT,15 Decembrie  1992,462300,SUCEAVA,334,0,328,6,1512146,-1049512,20000,0,0,0,0,0,0,0
2018,2690446,4711,MAROCICO LEG COM SRL,Măgura,RADIERE,11 Decembrie  2019,,SUCEAVA,,,,,0,0,200,52955,52955,139360,0,86405,0,87994
2018,3174303,2223,CONSTANT SERV SRL,Frasin,RADIERE,03 Octombrie  2019,784896,SUCEAVA,36000,0,36000,0,164619,656277,10000,11879,11879,89051,0,77172,0,77528
2018,3174400,113,PROD-IMPEX SRL,Bălcăuţi,RADIERE,29 Ianuarie   2020,0,SUCEAVA,3784629,100716,3150165,533748,5661231,-1829022,500000,5042,2391679,3549106,0,1157427,0,1157427
2018,3175023,1610,DORNEANCA S.R.L.,Dorna Candrenilor,INREGISTRAT,10 Februarie  1993,285914,SUCEAVA,618098,241107,236087,140904,846449,57563,610,0,0,,0,0,0,0
2018,3406713,4711,PERLA RADAUTILOR SRL,Rădăuţi,RADIERE,03 Iulie      2019,,SUCEAVA,189433,26936,157444,5053,458554,-264311,200,0,10,145,0,135,0,135
2018,3527847,4322,INSTMONT SRL,Suceava,RADIERE,13 Mai        2019,3398369,SUCEAVA,2300317,447451,1817786,35080,7653337,-1954651,29733,100,105,249,0,144,0,144
2018,3663113,4636,FEMA COM SRL,Suceava,RADIERE,25 Septembrie 2019,681386,SUCEAVA,993614,285041,649930,58643,967954,910065,101530,0,7600,50126,0,42526,0,42526
2018,3776988,4673,GAITAN M 93 PRODCOM SRL,Şcheia,INREGISTRAT,20 Aprilie    1993,1527465,SUCEAVA,1685186,,1581233,103953,2929628,283023,1200000,0,20378,78403,0,58025,0,58025
2018,3778571,6110,BIT TELECOM S.R.L.,Suceava,INREGISTRAT,20 Aprilie    1993,,SUCEAVA,,,,,482594,-482594,75541,0,0,,0,0,0,0
2018,3904645,1051,BALACEANA PROD S.R.L.,Bălăceana,INREGISTRAT,11 Mai        1993,3661806,SUCEAVA,188013,10764,166666,10583,3341140,-887974,50410,0,0,18532,0,18532,0,30000
2018,4113584,4711,SERBECA COM SRL,Lungeni,INREGISTRAT,15 Iunie      1993,,SUCEAVA,85024,,,85024,0,85024,85024,0,0,,0,0,0,0
2018,4439913,1610,L.P.C. METAL WOOD DORNA S.R.L.,Vatra Dornei,INREGISTRAT,05 August     1993,1565254,SUCEAVA,2981765,,2978785,2980,12217572,-7590270,3000000,0,167339,6302092,0,6134753,0,6134753
2018,4533952,4711,QUASAR PROD SRL,Suceava,RADIERE,07 Martie     2019,,SUCEAVA,218378,201300,17078,,476787,-258409,110200,0,0,7627,0,7627,0,7627
2018,4867952,2511,GIRELI SRL,Suceava,RADIERE,19 Aprilie    2019,221687,SUCEAVA,738835,6569,722024,10242,2641168,-1682323,11000,0,278194,468233,0,190039,0,190039
2018,4868206,4333,ENRICO IMPEX S.R.L.,Fălticeni,INREGISTRAT,10 Noiembrie  1993,160986,SUCEAVA,50687,994,,49593,238487,-26814,1010,0,73,1182,0,1109,0,1109
2018,4974177,5630,EMANDI-UNIVERSAL-COMEXIM S.R.L.,Rădăuţi,SUSPENDARE ACTIVITATE,15 Aprilie    2010,188200,SUCEAVA,,,,,219607,-31407,210,0,0,,0,0,0,0
2018,5193549,4634,CRIS-SOFT COM SRL,Fălticeni,RADIERE,05 Iunie      2019,354829,SUCEAVA,425174,1936,422179,1059,567387,212616,9020,0,0,,0,0,0,0
2018,5461030,4120,NIL-CONSTRUCT SRL,Suceava,RADIERE,16 Decembrie  2019,,SUCEAVA,,,,,494922,-494922,178130,0,0,,0,0,0,0
2018,5506077,4690,LEMNARUL PROD SRL,Suceava,RADIERE,15 Iunie      2018,,SUCEAVA,562530,,,562530,0,562530,562530,0,0,,0,0,0,0
2018,5526520,5590,INTERNATIONAL NSK S.R.L.,Ilişeşti,INREGISTRAT,13 Aprilie    1994,1587858,SUCEAVA,478519,146947,323420,8152,2964862,-23271,234650,0,0,,0,0,0,0
2018,5594931,1511,FREDERICK FURS SRL,Suceava,INREGISTRAT,06 Mai        1994,111249,SUCEAVA,178896,104884,1768,72244,87509,202636,197223,37560,37561,21754,15807,0,15807,0
2018,5757036,4673,DUBLET IMPEX S.R.L.,Suceava,INREGISTRAT,10 Iunie      1994,18280,SUCEAVA,270092,-1,236503,33590,1274901,-971308,101200,0,13011,57717,0,44706,0,44706
2018,5758740,210,BRAN PRODSERV S.R.L.,Bogdăneşti,INREGISTRAT,10 Iunie      1994,61408,SUCEAVA,306217,218561,86638,1018,221754,145871,20000,0,0,2196,0,2196,0,2196
2018,5867446,4711,MARI VAS IMPEX SRL,Suceava,RADIERE,14 Ianuarie   2019,78900,SUCEAVA,,,,,2422685,-2343785,200,0,0,,0,0,0,0
2018,5910864,5610,REST-CLUB SRL,Suceava,INREGISTRAT,12 Iulie      1994,706,SUCEAVA,345898,10474,256455,78969,1675490,-1328886,18827,0,301455,882203,0,580748,0,606290
2018,5941208,1610,DE LA ALFA LA OMEGA SERV S.R.L.,Fălticeni,INREGISTRAT,20 Iulie      1994,2069531,SUCEAVA,5512963,1085048,4427576,339,7163530,522744,600000,20937,32490,78573,0,46083,0,46293
2018,6180660,4711,SHINY SRL,Suceava,RADIERE,12 Martie     2019,,SUCEAVA,387793,387773,,20,1438597,-1050804,110000,1864,152314,164723,0,12409,0,12409
2018,712912,4221,CON BUCOVINA SA,Suceava,INREGISTRAT,30 Noiembrie  1992,7353693,SUCEAVA,11485271,1495015,8335746,1654510,11239924,7599040,3535803,22706299,24390667,23683685,706982,0,592571,0
2018,713454,5223,AEROPORTUL ŞTEFAN CEL MARE SUCEAVA RA,Salcea,INREGISTRAT,30 Noiembrie  1992,151462074,SUCEAVA,4663846,149179,1734420,2780247,7383483,1291235,,9248114,10432078,10432078,0,0,0,0
2018,713519,3600,ACET SA,Suceava,INREGISTRAT,30 Noiembrie  1992,389683606,SUCEAVA,53459080,823785,30618489,22016806,46799256,58693262,10328587,71801564,72865124,66595375,6269749,0,4993256,0
2018,713586,4761,SEDCOMLIBRIS SA,Suceava,INREGISTRAT,10 Mai        1991,4411280,SUCEAVA,29966471,28303002,471919,1191550,27589442,6857691,740229,22772723,22773683,21614188,1159495,0,1001056,0
2018,714123,1013,FACOS SA,Şcheia,INREGISTRAT,06 Februarie  1991,12361725,SUCEAVA,2449404,1166900,1130346,152158,3873574,10749300,8159383,8496045,8692496,10017434,0,1324938,0,1324938
2018,717936,2815,URB RULMENTI SUCEAVA SA,Suceava,INREGISTRAT,30 Mai        1991,18178874,SUCEAVA,10752152,8635283,2046320,70549,11833860,17072936,28190310,14176632,14630744,14449493,181251,0,181251,0
2018,739438,4520,AUTOSERVICE SRL,Rădăuţi,INREGISTRAT,30 Noiembrie  1992,18830934,SUCEAVA,9314645,4752838,3392341,1169466,7399329,20665250,1270000,48009024,49071472,47619305,1452167,0,1217550,0
2018,739799,4719,ABA SRL,Volovăţ,INREGISTRAT,30 Noiembrie  1992,1381984,SUCEAVA,5203065,536945,2995596,1670524,1067430,5536198,10000,14577896,19279058,17540130,1738928,0,1475476,0
2018,742395,5510,DORNA TURISM SA,Vatra Dornei,INREGISTRAT,30 Noiembrie  1992,31077876,SUCEAVA,936312,254118,366879,315315,5915338,25500055,3559292,14567955,16203332,15475339,727993,0,625393,0
2018,743153,4673,DEPOZIT ANGRO AIS TRADING SRL,Vatra Dornei,INREGISTRAT,30 Noiembrie  1992,1415719,SUCEAVA,5317527,2527375,1866653,923499,2290019,4443227,60000,14277373,14658468,14108372,550096,0,475840,0
2018,744639,4120,TEST PRIMA SRL,Suceava,INREGISTRAT,03 Februarie  1992,19930797,SUCEAVA,46353205,8954109,26227777,11171319,50563486,15720516,14150000,36936098,52472701,52219264,253437,0,151033,0
2018,762171,150,NICSAN-CALINESTI SRL,Călineşti,INREGISTRAT,30 Noiembrie  1992,5754635,SUCEAVA,1510721,494559,984747,31415,4523031,1811819,1747930,15598604,15858754,14767457,1091297,0,894942,0
2018,2562706,4941,LOREDANA SRL,Rădăuţi,INREGISTRAT,15 Decembrie  1992,5540066,SUCEAVA,1571167,505302,833202,232663,959204,6762231,3575000,6444170,6797043,6672047,124996,0,103279,0
2018,2563140,3530,SERVICII COMUNALE SA,Rădăuţi,INREGISTRAT,15 Decembrie  1992,3052323,SUCEAVA,12510480,997028,11029412,484040,11020868,4747454,1800515,19703012,29927145,29801487,125658,0,105553,0
2018,3177717,1413,STARMOD S.A.,Suceava,INREGISTRAT,10 Februarie  1993,29256299,SUCEAVA,133363495,2980403,130375976,7116,28450877,3571329,468325,2613590,2601497,4139600,0,1538103,0,1540215
2018,3776414,4941,LABIRINT-COM SRL,Frătăuţii Vechi,INREGISTRAT,20 Aprilie    1993,11264306,SUCEAVA,8509851,4856022,3600862,52967,8996471,10765172,4800000,7809390,13070075,12975345,94730,0,70253,0
2018,4672918,4299,S.U.C.T. SA,Suceava,INREGISTRAT,21 Septembrie 1993,6932211,SUCEAVA,25376283,6997628,16167638,2211017,16538963,15949542,340408,33414408,38240229,36963897,1276332,0,1073934,0
2018,5020823,1013,SUPERSTAR COM SRL,Rădăuţi,INREGISTRAT,24 Decembrie  1993,13636267,SUCEAVA,4638060,2609242,964549,1064269,7282551,9810588,5200000,43993462,81022361,76683151,4339210,0,3787462,0
2018,5250733,1071,MARTISORUL COM SRL,Pîrteştii de Sus,INREGISTRAT,24 Februarie  1994,21375055,SUCEAVA,12393842,6672144,4822337,899361,6380185,18571034,563141,30034309,34018146,30599425,3418721,0,2974036,0
2018,5644894,1721,ALMA VIVA GROUP SRL,Suceava,INREGISTRAT,18 Mai        1994,11671416,SUCEAVA,9666458,6008809,3592750,64899,12076124,7803384,490000,17986056,19080995,18248167,832828,0,702421,0
2018,6180415,4773,FARMACIA ARSENE SRL,Suceava,INREGISTRAT,16 Septembrie 1994,945967,SUCEAVA,5215532,2857423,2199200,158909,4002231,2164044,1000,14186563,14235005,13009035,1225970,0,1017561,0
2018,6283577,1089,ALEVIA SRL,Fălticeni,INREGISTRAT,17 Octombrie  1994,8810393,SUCEAVA,15793715,7742289,7751453,299973,16660282,8351196,400000,27172858,29264462,25325441,3939021,0,3473380,0
2018,6339007,4639,COLOANA PRODCOM SRL,Vatra Dornei,INREGISTRAT,01 Noiembrie  1994,11175310,SUCEAVA,22590083,9792068,2074785,10723230,5718662,28046731,1200000,63246165,64166960,58899479,5267481,0,4559372,0
2018,6552535,2361,SYMMETRICA SRL,Vereşti,INREGISTRAT,15 Decembrie  1994,96405146,SUCEAVA,39337632,22010248,12271212,5056172,100462846,28052588,10200000,98000846,118681686,112157660,6524026,0,5682283,0
2018,6728594,1520,MARELBO PROD-COM SRL,Bivolăria,INREGISTRAT,05 Ianuarie   1995,17442211,SUCEAVA,55876270,36015988,16301080,3559202,16567630,56753151,7000000,58616902,96916582,83676080,13240502,0,11316694,0
2018,6728616,1520,DENIS SRL,Suceava,INREGISTRAT,05 Ianuarie   1995,4919304,SUCEAVA,13992610,5275579,8462849,254182,9690724,9221190,50000,43458372,42615115,36233156,6381959,0,5723255,0
2018,6803092,4675,HARIVEX COM S.R.L.,Suceava,INREGISTRAT,11 Ianuarie   1995,1871487,SUCEAVA,8955586,5920295,30625,3004666,1633048,9194025,700200,70042020,70285328,68612208,1673120,0,1443310,0
2018,7071106,4752,HAIDUCUL COM SRL,Fălticeni,INREGISTRAT,14 Martie     1995,5880094,SUCEAVA,26019736,23375141,2900712,-256117,9010473,22889357,8106000,34428055,35151830,31223186,3928644,0,3328225,0
2018,7195155,1013,KILLER SRL,Horodnic de Jos,INREGISTRAT,12 Aprilie    1995,14049886,SUCEAVA,12641556,1926275,3951226,6764055,5534938,21170668,60210,79664887,115051701,106724257,8327444,0,7119902,0
2018,7220224,811,CALCARUL SA,Pojorâta,INREGISTRAT,17 Aprilie    1995,46034721,SUCEAVA,23329148,6249155,9661104,7418889,22792357,44666451,626895,51639134,74796995,71234827,3562168,0,3020806,0
2018,7618921,4634,DEFEL COM SRL,Suceava,INREGISTRAT,07 August     1995,17023332,SUCEAVA,4494438,1564375,2384135,545928,26430544,-4912774,1000000,34972236,37254397,37821520,0,567123,0,567123
2018,7785962,4941,EVERY DAY PROD-COM SRL,Frătăuţii Vechi,INREGISTRAT,13 Octombrie  1995,11604079,SUCEAVA,7072786,1826307,3856991,1389488,5628523,12230076,7055000,20555578,21988685,21950680,38005,0,20417,0
2018,7836284,4941,CUPOLA COMSERV SRL,Suceava,INREGISTRAT,01 Noiembrie  1995,1942257,SUCEAVA,4088450,946090,2154321,988039,4668186,1362521,265700,12690437,12881916,12851630,30286,0,17115,0
2018,7858207,4532,TEHNO-DINAMIC SRL,Cumpărătura,INREGISTRAT,09 Noiembrie  1995,1761819,SUCEAVA,5572999,4374587,722244,476168,2093335,5203567,400000,11355917,11460391,10966494,493897,0,428047,0
2018,8253254,4931,TARSINCOM SRL,Vicovu de Sus,INREGISTRAT,21 Martie     1996,18908198,SUCEAVA,9417892,3618110,3115577,2684205,13629382,14696708,4500000,34866126,35442928,34372557,1070371,0,881298,0
2018,8862400,3291,OSBORN INTERNATIONAL SRL,Gura Humorului,INREGISTRAT,16 Octombrie  1996,10457816,SUCEAVA,14549903,6979786,6287554,1282563,5657088,19310544,11635380,32166787,32926185,31195837,1730348,0,1497675,0
2018,9720439,1419,LOVERS ROMANIA SA,Fălticeni,INREGISTRAT,01 Septembrie 1997,21496338,SUCEAVA,11765705,7632961,3637427,495317,18887475,14374568,994652,19661152,30327295,27226551,3100744,0,3039824,0
2018,9852650,4676,PRIMAGRA SRL,Suceava,INREGISTRAT,20 Octombrie  1997,12096253,SUCEAVA,40145098,28173293,11045737,926068,38976841,14443980,4000000,63912380,86300307,84605396,1694911,0,1382714,0
2018,9930937,4639,KALMAN DISTRIBUTION S.R.L.,Rădăuţi,INREGISTRAT,13 Noiembrie  1997,4809982,SUCEAVA,18800658,2876445,5321965,10602248,2612610,20885794,5000,56683275,57043144,53482717,3560427,0,3068048,0
2018,10076219,4690,GRUP K.M.S. SRL,Şcheia,INREGISTRAT,05 Ianuarie   1998,10829570,SUCEAVA,4477628,2717084,1467522,293022,7263246,7970677,300000,46888748,47493600,46507457,986143,0,851890,0
2018,10636529,5221,JOSSY - NIK SRL,Câmpulung Moldovenesc,INREGISTRAT,05 Iunie      1998,5984941,SUCEAVA,2822960,525918,2230965,66077,9404470,-348930,1315700,9716904,10417030,12199557,0,1782527,0,1782527
2018,13800021,3822,MONDECO SRL,Suceava,INREGISTRAT,26 Martie     2001,10113731,SUCEAVA,3087573,243472,2204119,639982,2374753,9591554,7296480,10104199,10457604,11479094,0,1021490,0,1021490
2018,13847989,2932,SIDEM SRL,Şcheia,INREGISTRAT,25 Aprilie    2001,7899088,SUCEAVA,38012683,32262854,4480136,1269693,18711082,27264924,5577820,74173890,79965780,57614842,22350938,0,18956463,0
2018,13969544,4649,LUMY TOOLS TRANS S.R.L.,Moara Nica,INREGISTRAT,14 Iunie      2001,13575327,SUCEAVA,24118635,5481238,17600642,1036755,23783717,11131944,2173300,43643835,44027851,40023511,4004340,0,3495065,0
2018,14374722,3101,GLOBAL DESIGN S.R.L.,Şcheia,INREGISTRAT,27 Decembrie  2001,16425407,SUCEAVA,4994041,2440180,1928886,624975,16018082,3046401,1600200,25236353,26168824,25710808,458016,0,441486,0
2018,15390548,4773,AKTIS SRL,Câmpulung Moldovenesc,INREGISTRAT,22 Aprilie    2003,3085738,SUCEAVA,4307693,1823437,2371587,112669,4241826,3211605,1903200,13877886,13911462,13238150,673312,0,565043,0
2018,15734609,4941,KOL DRAG SRL,Suceava,INREGISTRAT,10 Septembrie 2003,2956732,SUCEAVA,6990715,,2862158,4128557,8442040,1574288,210,36586155,41065431,40113826,951605,0,794454,0
2018,15978905,8690,DORNA MEDICAL SRL,Vatra Dornei,INREGISTRAT,09 Decembrie  2003,10453890,SUCEAVA,6160776,571964,5110622,478190,8271341,4464648,400200,25262977,25743737,22173270,3570467,0,2996354,0
2018,17004341,4644,TESANO SRL,Suceava,INREGISTRAT,03 Decembrie  2004,1275153,SUCEAVA,3403843,828404,1329516,1245923,1535243,3210840,200,12215288,12671108,12134250,536858,0,449136,0
2018,17103310,4211,AUTOTEHNOROM SRL,Sfântu Ilie,INREGISTRAT,07 Ianuarie   2005,14127475,SUCEAVA,28647740,2686514,24634459,1326767,36059539,6892767,200000,64715079,74220798,71684986,2535812,0,2404432,0
2018,17576106,4690,LINDA-ECOTIL SRL,Plopeni,INREGISTRAT,11 Mai        2005,13960985,SUCEAVA,49425836,37364801,11664987,396048,27617878,35768943,5000000,62975138,111509511,109257539,2251972,0,1948980,0
2018,17590003,4619,PROLISOK SRL,Şcheia,INREGISTRAT,16 Mai        2005,18616039,SUCEAVA,27004189,16557664,8366456,866040,10692415,35241564,755500,37689475,40361404,37527323,2834081,0,2371479,0
2018,17791716,4931,TRANSPORT PUBLIC LOCAL SA,Suceava,INREGISTRAT,18 Iulie      2005,6492173,SUCEAVA,5257095,373231,4036457,847407,7038503,4742572,6254100,18706325,18734134,17901360,832774,0,811979,0
2018,17898144,4690,TRUTZI SRL,Şcheia,INREGISTRAT,24 August     2005,30702822,SUCEAVA,79220894,62005947,15147363,2067584,54581193,54313574,9800000,137953358,162366047,148072343,14293704,0,12497988,0
2018,18044107,4772,DENIS SHOES SRL,Suceava,INREGISTRAT,14 Octombrie  2005,11345384,SUCEAVA,17046625,13207199,833455,3005971,20416984,7975025,178000,56769074,56926377,51527897,5398480,0,4680139,0
2018,18480050,4752,ALBERTEMMA SRL,Păltinoasa,INREGISTRAT,14 Martie     2006,8039871,SUCEAVA,24600118,10352576,6025446,8222096,24314037,8325952,350000,105685385,108268951,107506103,762848,0,696899,0
2018,18515603,210,OCOLUL SILVIC SILVA-BUCOVINA SRL,Suceava,INREGISTRAT,23 Martie     2006,935443,SUCEAVA,11568973,79224,3042737,8447012,10041566,1308850,200,14913954,15164049,6010661,9153388,0,7744328,0
2018,18750676,2562,ELIMECRO SRL,Suceava,INREGISTRAT,08 Iunie      2006,3476879,SUCEAVA,7015370,2146477,3917857,951036,1908684,8583565,1000000,11966017,12062633,8458107,3604526,0,3036799,0
2018,18948470,6820,IULIUS MALL SUCEAVA SRL,Suceava,INREGISTRAT,18 August     2006,379622716,SUCEAVA,17850507,29336,3902380,13918791,134177869,261444671,1020,49132094,115000567,37529609,77470958,0,75359357,0
2018,20169676,4941,EXPRESS EUROSCAN SRL,Bosanci,INREGISTRAT,21 Decembrie  2006,8830613,SUCEAVA,15755486,115969,9878545,5760972,4072760,20785282,1000000,53375020,55702670,48049547,7653123,0,6592867,0
2018,21730059,4941,ARAISA GROUP SRL,Suceava,RELUARE ACTIVITATE,15 Ianuarie   2011,16794972,SUCEAVA,14905925,3226201,7148705,4523404,25175367,6617588,3090910,65708530,71133519,70585219,548300,0,428406,0
2018,23979235,4941,ANASPED SRL,Pătrăuţi,INREGISTRAT,30 Mai        2008,10127483,SUCEAVA,18424972,25882,10979345,7419745,10262758,19738026,10000,58571384,59695734,54978433,4717301,0,4077199,0
2018,24506022,2211,INTERNAŢIONAL TYRES SRL,Slobozia Sucevei,INREGISTRAT,23 Septembrie 2008,3819559,SUCEAVA,43401280,21440095,21767802,193383,34259045,8880043,7600200,16834307,24592419,24157685,434734,0,351830,0
2018,24810128,4520,RADBURG SOFT SERVICE SRL,Marginea,INREGISTRAT,28 Noiembrie  2008,3677446,SUCEAVA,33922006,19627991,11954277,1600286,32116568,5485759,701000,40645824,40796629,37281623,3515006,0,3045904,0
2018,25614391,210,R.N.P.ROMSILVA-ADMINISTRATIA PARCULUI NATIONAL CALIMANI RA,Şaru Dornei,INREGISTRAT,28 Mai        2009,2364241,SUCEAVA,148364,,126024,22340,207353,2308882,,1469739,1470010,1469483,527,0,0,0
2018,26524564,4673,METAL TERMO INDUSTRY SRL,Moara Nica,INREGISTRAT,15 Februarie  2010,611128,SUCEAVA,6196063,4066694,1853847,275522,5358030,1449161,900200,12655124,12989361,12743204,246157,0,204801,0
2018,26549224,4690,EGGER RETAIL PRODUCTS SRL,Rădăuţi,INREGISTRAT,19 Februarie  2010,4323,SUCEAVA,14391287,8519150,4015453,1856684,9112472,5194451,1089000,90478076,91147015,88228730,2918285,0,2484323,0
2018,27098785,9200,ROYAL CLUBINVEST SRL,Fălticeni,INREGISTRAT,23 Iunie      2010,12058367,SUCEAVA,18200997,65527,189388,17946082,3929256,26337875,30200,45396158,45607344,25267165,20340179,0,17781793,0
2018,27340624,3811,ECOLOGICA VATRA-DORNEI SRL,Vatra Dornei,INREGISTRAT,01 Septembrie 2010,836776,SUCEAVA,1453767,20159,1275283,158325,535912,1755802,1602630,3586953,3601434,3704660,0,103226,0,103226
2018,28489587,4120,EXPERT IBB CONSTRUCT S.R.L.,Suceava,INREGISTRAT,16 Mai        2011,271196,SUCEAVA,6205324,1009,6006903,197412,2490819,4016207,100020,119335539,119849397,115624897,4224500,0,3896187,0
2018,28584740,4334,TERMOLEX SRL,Florinta,INREGISTRAT,02 Iunie      2011,9078,SUCEAVA,595231,210782,248989,135460,445847,158462,200,2892000,2984718,2770286,214432,0,184587,0
2018,29084042,5610,SET-CORPORATION SRL,Suceava,INREGISTRAT,08 Septembrie 2011,10168010,SUCEAVA,8921937,3605442,684662,4631833,13130179,6133136,752000,60671848,61198776,57265220,3933556,0,3305398,0
2018,29541225,220,LUMBERMAN SRL,Herla,INREGISTRAT,13 Ianuarie   2012,4331448,SUCEAVA,1695295,511967,1176280,7048,2776059,3250684,200,5333313,5342557,4803205,539352,0,467799,0
2018,22205619,4120,CONCRET CONSTRUCT A.G. SRL,Gura Humorului,INREGISTRAT,02 August     2007,26900700,SUCEAVA,105282219,59122185,30515794,15644240,123861102,7941793,5000000,240986850,239587824,236093414,3494410,0,2450750,0
2018,736407,1310,NOVAFIL SA,Gura Humorului,INREGISTRAT,30 Noiembrie  1992,41991156,SUCEAVA,13569390,5026565,6878699,1664126,7549951,48079072,23250000,26863319,27059308,25472375,1586933,0,1548366,0
2018,739128,4941,ORIENT SRL,Rădăuţi,INREGISTRAT,30 Noiembrie  1992,2700447,SUCEAVA,45975064,16750,39104355,6853959,33555833,15397262,2510210,102187780,106805481,103892995,2912486,0,2523136,0
2018,6908390,4120,GENERAL CONSTRUCT SRL,Suceava,INREGISTRAT,30 Ianuarie   1995,37800177,SUCEAVA,30931736,7031054,15768664,8132018,30464877,31624860,1570000,136691569,98706340,95826267,2880073,0,2439525,0
2018,7282405,4643,MARELVI IMPEX SRL,Rădăuţi,INREGISTRAT,09 Mai        1995,16841628,SUCEAVA,86215153,54052225,51847949,-19685021,66513311,36796169,450010,261212433,264276264,257062056,7214208,0,5773594,0
